tqq,tss,nooverlap
t7378c9,t11316c0,0
t7378c9,t11317c1,0
t7378c9,t11373c1,0
t7378c9,t11383c2,0
t7378c9,t11392c1,0
t7378c9,t11398c2,0
t7378c9,t11409c2,0
t7378c9,t11432c0,0
t7378c9,t11448c2,0
t7378c9,t11453c1,0
t7378c9,t11456c0,0
t7378c9,t11498c3,0
t7378c9,t11500c1,0
t7378c9,t11516c1,0
t7378c9,t11517c1,0
t7378c9,t11563c0,0
t7378c9,t11565c0,0
t7378c9,t11575c3,0
t7378c9,t11629c0,0
t7378c9,t11695c1,0
t7378c9,t11705c1,0
t7378c9,t11718c2,0
t7378c9,t11735c0,0
t7378c9,t11773c0,0
t7378c9,t11773c1,0
t7378c9,t11796c1,0
t7378c9,t11809c1,0
t7378c9,t11811c0,0
t7378c9,t11814c2,0
t7378c9,t11827c1,0
t7378c9,t11829c2,0
t7378c9,t11838c2,0
t7378c9,t11846c2,0
t7378c9,t11857c6,0
t7378c9,t11858c1,0
t7378c9,t11859c1,0
t7378c9,t11865c0,0
t7378c9,t11878c1,0
t7378c9,t11966c1,0
t7378c9,t11921c8,0
t7378c9,t11928c1,0
t7378c9,t11938c0,0
t7378c9,t11972c4,0
t7378c9,t11977c2,0
t7378c9,t11983c0,0
t7378c9,t11989c2,0
t7378c9,t12010c1,0
t7378c9,t12016c1,0
t7378c9,t12026c4,0
t7378c9,t12034c1,0
t7378c9,t12051c0,0
t7378c9,t12055c1,0
t7378c9,t12062c0,0
t7378c9,t12064c0,0
t7378c9,t12081c2,0
t7378c9,t12096c0,0
t7378c9,t12098c1,0
t7378c9,t12103c7,0
t7378c9,t12130c3,0
t7378c9,t12139c1,0
t7378c9,t12144c1,0
t7378c9,t12168c2,0
t7378c9,t12177c6,0
t7378c9,t12179c1,0
t7378c9,t12221c3,0
t7378c9,t12239c4,0
t7378c9,t12264c2,0
t7378c9,t12276c0,0
t7378c9,t12305c1,0
t7378c9,t12319c3,0
t7378c9,t12325c2,0
t7378c9,t12347c2,0
t7378c9,t12369c0,0
t7378c9,t12392c0,0
t7378c9,t12423c4,0
t7378c9,t12434c6,0
t7378c9,t12441c0,0
t7378c9,t12449c3,0
t7378c9,t12464c4,0
t7378c9,t12495c1,0
t7378c9,t12511c1,0
t7378c9,t12547c6,0
t7378c9,t12583c0,0
t7378c9,t12584c4,0
t7378c9,t12619c4,0
t7378c9,t12633c1,0
t7378c9,t12637c1,0
t7378c9,t12694c1,0
